Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,66.0,66.5,65.91999816894531,66.22000122070312,66.22000122070312,1575000
2010-01-05,66.38999938964844,66.58999633789062,66.1500015258789,66.54000091552734,66.54000091552734,1310000
2010-01-06,66.5,66.5,66.19999694824219,66.19999694824219,66.19999694824219,1760000
2010-01-07,66.19999694824219,66.51000213623047,66.13999938964844,66.45999908447266,66.45999908447266,1505000
2010-01-08,66.4800033569336,66.4800033569336,66.30000305175781,66.44000244140625,66.44000244140625,1500000
2010-01-11,66.63999938964844,66.87000274658203,66.16000366210938,66.5,66.5,2620000
2010-01-12,66.22000122070312,66.54000091552734,66.0,66.0,66.0,1740000
2010-01-13,66.22000122070312,66.45999908447266,65.98999786376953,66.0,66.0,1535000
2010-01-14,66.19999694824219,66.19999694824219,65.8499984741211,65.95999908447266,65.95999908447266,1325000
2010-01-15,66.30000305175781,66.30000305175781,64.72000122070312,64.94000244140625,64.94000244140625,2570000
2010-01-19,65.5199966430664,66.76000213623047,65.25,66.63999938964844,66.63999938964844,5535000
2010-01-20,67.5199966430664,70.05000305175781,66.80000305175781,69.5199966430664,69.5199966430664,12475000
2010-01-21,71.12999725341797,73.43000030517578,70.51000213623047,72.72000122070312,72.72000122070312,14497200
2010-01-22,72.9000015258789,73.2699966430664,69.36000061035156,70.0999984741211,70.0999984741211,8783200
2010-01-25,71.4800033569336,71.7699966430664,68.22000122070312,68.83999633789062,68.83999633789062,6568600
2010-01-26,69.33000183105469,69.68000030517578,67.87000274658203,68.0,68.0,5233900
2010-01-27,73.27999877929688,73.27999877929688,69.91000366210938,71.36000061035156,71.36000061035156,19886200
2010-01-28,71.94000244140625,73.98999786376953,71.79000091552734,73.75,73.75,14114100
2010-01-29,74.55000305175781,77.79000091552734,74.41999816894531,76.43000030517578,76.43000030517578,17297400
2010-02-01,77.79000091552734,78.0,74.62000274658203,75.41000366210938,75.41000366210938,13131500
2010-02-02,75.69999694824219,76.16999816894531,74.91000366210938,75.51000213623047,75.51000213623047,7978500
2010-02-03,75.43000030517578,75.51000213623047,74.1500015258789,74.36000061035156,74.36000061035156,7204000
2010-02-04,73.80000305175781,73.80000305175781,72.05000305175781,72.61000061035156,72.61000061035156,11190200
2010-02-05,72.25,73.69000244140625,71.61000061035156,73.56999969482422,73.56999969482422,11737900
2010-02-08,73.98999786376953,74.5,72.93000030517578,74.2300033569336,74.2300033569336,11992500
2010-02-09,74.72000122070312,74.72000122070312,73.9000015258789,74.52999877929688,74.52999877929688,13563700
2010-02-10,74.54000091552734,74.58999633789062,74.25,74.41999816894531,74.41999816894531,13792400
2010-02-11,74.5,76.80000305175781,74.1500015258789,76.69000244140625,76.69000244140625,23040200
2010-02-12,77.1500015258789,77.86000061035156,74.56999969482422,76.9000015258789,76.9000015258789,316134200
2010-02-16,75.87999725341797,76.16000366210938,75.6500015258789,76.05000305175781,76.05000305175781,25006300
2010-02-17,76.33999633789062,76.41000366210938,75.44000244140625,76.25,76.25,11576500
2010-02-18,76.19000244140625,76.69999694824219,75.86000061035156,76.63999938964844,76.63999938964844,9288300
2010-02-19,76.62000274658203,79.3499984741211,76.5,78.73999786376953,78.73999786376953,24692700
2010-02-22,79.27999877929688,80.08999633789062,78.31999969482422,79.55999755859375,79.55999755859375,16954300
2010-02-23,79.30000305175781,80.05999755859375,78.9800033569336,79.1500015258789,79.1500015258789,14902000
2010-02-24,79.54000091552734,80.0,78.80999755859375,79.68000030517578,79.68000030517578,12045300
2010-02-25,79.0199966430664,79.4000015258789,78.62999725341797,79.4000015258789,79.4000015258789,10176000
2010-02-26,79.66999816894531,80.18000030517578,79.0999984741211,80.12999725341797,80.12999725341797,10651200
2010-03-01,79.98999786376953,81.94000244140625,79.13999938964844,81.91000366210938,81.91000366210938,16667500
2010-03-02,82.29000091552734,82.7300033569336,80.75,80.7699966430664,80.7699966430664,15162600
2010-03-03,81.36000061035156,83.1500015258789,80.75,82.94999694824219,82.94999694824219,11875100
2010-03-04,83.0999984741211,83.33000183105469,82.41999816894531,82.68000030517578,82.68000030517578,8268300
2010-03-05,83.20999908447266,83.4000015258789,82.81999969482422,83.36000061035156,83.36000061035156,8266900
2010-03-08,83.56999969482422,83.56999969482422,82.6500015258789,82.79000091552734,82.79000091552734,7878900
2010-03-09,82.6500015258789,82.72000122070312,82.0199966430664,82.47000122070312,82.47000122070312,6188600
2010-03-10,82.54000091552734,82.83999633789062,81.6500015258789,82.06999969482422,82.06999969482422,5880700
2010-03-11,81.73999786376953,82.38999938964844,81.41000366210938,82.36000061035156,82.36000061035156,5527200
2010-03-12,82.62999725341797,82.8499984741211,81.69000244140625,82.23999786376953,82.23999786376953,4731100
2010-03-15,82.22000122070312,82.5,81.81999969482422,82.16999816894531,82.16999816894531,4740400
2010-03-16,82.27999877929688,82.51000213623047,81.73999786376953,82.30000305175781,82.30000305175781,4542100
2010-03-17,82.48999786376953,82.63999938964844,82.01000213623047,82.5,82.5,4365200
2010-03-18,82.5,82.55000305175781,82.0,82.3499984741211,82.3499984741211,3732600
2010-03-19,82.05999755859375,82.9800033569336,81.80000305175781,82.05999755859375,82.05999755859375,9720100
2010-03-22,81.55000305175781,82.37999725341797,81.19999694824219,82.37000274658203,82.37000274658203,4107700
2010-03-23,82.44999694824219,82.44999694824219,81.69999694824219,82.33000183105469,82.33000183105469,5008000
2010-03-24,81.95999908447266,82.0,81.0,81.44000244140625,81.44000244140625,5773000
2010-03-25,81.66999816894531,82.27999877929688,81.36000061035156,81.69999694824219,81.69999694824219,5460900
2010-03-26,81.68000030517578,82.1500015258789,80.94999694824219,81.30000305175781,81.30000305175781,4816000
2010-03-29,81.54000091552734,81.95999908447266,81.54000091552734,81.75,81.75,3579300
2010-03-30,81.54000091552734,81.81999969482422,81.43000030517578,81.5999984741211,81.5999984741211,3618900
2010-03-31,81.19999694824219,81.48999786376953,80.80999755859375,81.2699966430664,81.2699966430664,4307500
2010-04-01,81.5999984741211,81.94999694824219,81.02999877929688,81.6500015258789,81.6500015258789,3213500
2010-04-05,81.91999816894531,81.94999694824219,81.0,81.16000366210938,81.16000366210938,3601600
2010-04-06,81.0,81.0199966430664,80.5199966430664,80.91000366210938,80.91000366210938,3238300
2010-04-07,80.80999755859375,80.83999633789062,79.51000213623047,79.94999694824219,79.94999694824219,5196900
2010-04-08,79.44999694824219,79.73999786376953,79.11000061035156,79.68000030517578,79.68000030517578,3972300
2010-04-09,79.81999969482422,80.55000305175781,79.51000213623047,80.48999786376953,80.48999786376953,3130900
2010-04-12,80.80000305175781,81.08999633789062,80.12999725341797,80.4800033569336,80.4800033569336,2341600
2010-04-13,80.20999908447266,80.69000244140625,79.69999694824219,80.44999694824219,80.44999694824219,3071800
2010-04-14,80.55999755859375,81.05000305175781,80.2699966430664,80.88999938964844,80.88999938964844,3267400
2010-04-15,80.77999877929688,80.80000305175781,79.80000305175781,80.06999969482422,80.06999969482422,3912500
2010-04-16,79.8499984741211,80.2300033569336,75.5199966430664,78.72000122070312,78.72000122070312,12106000
2010-04-19,78.16999816894531,79.58999633789062,77.58000183105469,79.4800033569336,79.4800033569336,5146500
2010-04-20,79.87000274658203,80.12000274658203,79.31999969482422,80.01000213623047,80.01000213623047,3447100
2010-04-21,80.19999694824219,80.19999694824219,78.11000061035156,78.87000274658203,78.87000274658203,3983400
2010-04-22,78.25,78.8499984741211,77.3499984741211,78.68000030517578,78.68000030517578,4402000
2010-04-23,78.55999755859375,79.08999633789062,77.94999694824219,78.94999694824219,78.94999694824219,3868800
2010-04-26,78.98999786376953,79.66999816894531,78.94999694824219,79.23999786376953,79.23999786376953,4657400
2010-04-27,78.31999969482422,78.66999816894531,76.56999969482422,76.69000244140625,76.69000244140625,6036900
2010-04-28,77.0,77.68000030517578,76.9000015258789,77.16999816894531,77.16999816894531,4355700
2010-04-29,77.70999908447266,78.13999938964844,77.63999938964844,78.08999633789062,78.08999633789062,4334900
2010-04-30,77.9000015258789,78.45999908447266,77.0,77.0,77.0,4841900
2010-05-03,77.69999694824219,78.62000274658203,77.45999908447266,78.44000244140625,78.44000244140625,4280300
2010-05-04,78.05000305175781,78.05000305175781,76.29000091552734,76.61000061035156,76.61000061035156,4662400
